,totalSeasons,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,Awards Wins,Awards Nominated,Primetime Emmys Wins,Primetime Emmys Nominations,Oscar Nominations,Oscar Wins,Golden Globe Nominations,Golden Globe Wins,BAFTA Nominations,BAFTA Wins
10752,none,In a city of anthropomorphic animals; a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.,PG,True,English,Zootopia,USA,Byron Howard (story by); Rich Moore (story by); Jared Bush (story by); Jim Reardon (story by); Josie Trinidad (story by); Phil Johnston (story by); Jennifer Lee (story by); Jared Bush (screenplay); Phil Johnston (screenplay),78,8.1,Byron Howard; Rich Moore; Jared Bush,04 Mar 2016,Ginnifer Goodwin; Jason Bateman; Idris Elba; Jenny Slate,2016,Animation; Adventure; Comedy,2 wins & 4 nominations.,108 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg,220927,tt2948356,2,4,0,0,0,0,0,0,0,0
10758,none,Fearing that the actions of Superman are left unchecked; Batman takes on the Man of Steel; while the world wrestles with what kind of a hero it really needs.,PG-13,True,English,Batman v Superman: Dawn of Justice,USA,Chris Terrio; David S. Goyer; Bob Kane (Batman created by); Bill Finger (Batman created by); Jerry Siegel (Superman created by); Joe Shuster (Superman created by),44,6.8,Zack Snyder,25 Mar 2016,Ben Affleck; Henry Cavill; Amy Adams; Jesse Eisenberg,2016,Action; Adventure; Sci-Fi,1 win & 7 nominations.,151 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,414538,tt2975590,1,7,0,0,0,0,0,0,0,0
10762,none,It's the fall of 1985. The intertwining tales of three 5th grade friends; Chris; Joe and Ted; unfold in the suburban paradise of Palo Alto; as the threat of a mountain lion looms over the community.,R,True,English,Yosemite,France,"Gabrielle Demeestere; James Franco (based on: the short stories ""Yosemite"" and ""Peter Parker"" by)",59,4.8,Gabrielle Demeestere,01 Jan 2016,James Franco; Henry Hopper; Barry Del Sherman; George Maguire,2015,Drama,1 win & 2 nominations.,80 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njg3NTE5OV5BMl5BanBnXkFtZTgwMjk1NzQ5NjE@._V1_SX300.jpg,483,tt2992000,1,2,0,0,0,0,0,0,0,0
10771,none,After a threat from the tiger Shere Khan forces him to flee the jungle; a man-cub named Mowgli embarks on a journey of self discovery with the help of panther; Bagheera; and free spirited bear; Baloo.,PG,True,English,The Jungle Book,UK; USA,Justin Marks (screenplay); Rudyard Kipling (based on the books by),77,7.6,Jon Favreau,15 Apr 2016,Neel Sethi; Bill Murray; Ben Kingsley; Idris Elba,2016,Adventure; Drama; Family,2 wins & 4 nominations.,106 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,153603,tt3040964,2,4,0,0,0,0,0,0,0,0
10854,none,A Malinois dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,PG,True,English,Max,USA,Boaz Yakin; Sheldon Lettich,47,6.8,Boaz Yakin,26 Jun 2015,Thomas Haden Church; Josh Wiggins; Luke Kleintank; Lauren Graham,2015,Adventure; Family,1 nomination.,111 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_SX300.jpg,19648,tt3369806,0,1,0,0,0,0,0,0,0,0
10861,none,After the re-emergence of the world's first mutant; world-destroyer Apocalypse; the X-Men must unite to defeat his extinction level plan.,PG-13,True,English; Polish; German; Arabic; Egyptian (Ancient),X-Men: Apocalypse,USA,Simon Kinberg (screenplay); Bryan Singer (story); Simon Kinberg (story); Michael Dougherty (story); Dan Harris (story),52,7.2,Bryan Singer,27 May 2016,James McAvoy; Michael Fassbender; Jennifer Lawrence; Nicholas Hoult,2016,Action; Adventure; Sci-Fi,2 nominations.,144 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_SX300.jpg,208268,tt3385516,0,2,0,0,0,0,0,0,0,0
10872,none,Manny; Diego; and Sid join up with Buck to fend off a meteor strike that would destroy the world.,PG,True,English,Ice Age: Collision Course,USA,Michael J. Wilson (screenplay); Michael Berg (screenplay); Yoni Brenner (screenplay); Aubrey Solomon (story),34,5.7,Mike Thurmeier; Galen T. Chu,22 Jul 2016,Stephanie Beatriz; Robert Cardone; Neil deGrasse Tyson; Adam Devine,2016,Animation; Adventure; Comedy,1 win.,94 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_SX300.jpg,22426,tt3416828,1,0,0,0,0,0,0,0,0,0
10901,none,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,PG-13,True,English; German; Xhosa; Russian; Romanian,Captain America: Civil War,USA,Christopher Markus (screenplay); Stephen McFeely (screenplay); Joe Simon (based on the Marvel comics by); Jack Kirby (based on the Marvel comics by),75,8.0,Anthony Russo; Joe Russo,06 May 2016,Chris Evans; Robert Downey Jr.; Scarlett Johansson; Sebastian Stan,2016,Action; Adventure; Sci-Fi,2 wins & 7 nominations.,147 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg,339754,tt3498820,2,7,0,0,0,0,0,0,0,0
10903,none,Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics; where he faces off against Adolf Hitler's vision of Aryan supremacy.,PG-13,True,English; German,Race,Canada; Germany,Joe Shrapnel; Anna Waterhouse,56,7.1,Stephen Hopkins,19 Feb 2016,Stephan James; Jason Sudeikis; Eli Goree; Shanice Banton,2016,Biography; Drama; History,1 nomination.,134 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_SX300.jpg,17690,tt3499096,0,1,0,0,0,0,0,0,0,0
10913,none,A documentary on the series of televised debates in 1968 between liberal Gore Vidal and conservative William F. Buckley.,R,True,English,Best of Enemies: Buckley vs. Vidal,USA,Robert Gordon; Tom Graves; Morgan Neville,77,7.6,Robert Gordon; Morgan Neville,31 Jul 2015,John Lithgow; Paul Newman; Kelsey Grammer; Dick Cavett,2015,Documentary; History; News,5 wins & 26 nominations.,87 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzA1ODA5NF5BMl5BanBnXkFtZTgwMDc3OTU5NTE@._V1_SX300.jpg,3766,tt3518012,5,26,0,0,0,0,0,0,0,0
10935,none,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,PG-13,True,English,The Visit,USA,M. Night Shyamalan (screenplay),55,6.2,M. Night Shyamalan,11 Sep 2015,Olivia DeJonge; Ed Oxenbould; Deanna Dunagan; Peter McRobbie,2015,Horror; Thriller,1 win & 10 nominations.,94 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,71660,tt3567288,1,10,0,0,0,0,0,0,0,0
10943,none,After workaholic Kevin has a drunken one night stand with the beautiful train-wreck Madeline; he's horrified to discover that she's actually his boss' jilted ex-mistress. When she takes a ...,R,True,English,Night Owls,USA,Seth Goldsmith; Charles Hood,73,6.2,Charles Hood,13 Mar 2015,Adam Pally; Rosa Salazar; Rob Huebel; Tony Hale,2015,Comedy; Drama,4 wins & 1 nomination.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjgxNjYzNTkyMV5BMl5BanBnXkFtZTgwMjI3NjQyNTE@._V1_SX300.jpg,1167,tt3591436,4,1,0,0,0,0,0,0,0,0
10960,none,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,R,True,English,The Girl on the Train,USA,Erin Cressida Wilson (screenplay); Paula Hawkins (based on the novel by),48,6.7,Tate Taylor,07 Oct 2016,Emily Blunt; Haley Bennett; Rebecca Ferguson; Justin Theroux,2016,Drama; Mystery; Thriller,1 win.,112 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNDU4NTQwMl5BMl5BanBnXkFtZTgwMzQ2MjIwMDI@._V1_SX300.jpg,29300,tt3631112,1,0,0,0,0,0,0,0,0,0
11002,none,With the aid of a fellow Auschwitz survivor and a hand-written letter; an elderly man with dementia goes in search of the person responsible for the death of his family.,R,True,English; German,Remember,Canada; South Africa; Mexico; Germany,Benjamin August,52,7.4,Atom Egoyan,17 Dec 2015,Christopher Plummer; Kim Roberts; Amanda Smith; Martin Landau,2015,Drama; Thriller,3 wins & 19 nominations.,94 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3OTY3Njc1OV5BMl5BanBnXkFtZTgwNDY0MzE1NzE@._V1_SX300.jpg,9613,tt3704050,3,19,0,0,0,0,0,0,0,0
11003,none,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,NOT RATED,True,English,Deathgasm,New Zealand,Jason Lei Howden,65,6.3,Jason Lei Howden,02 Oct 2015,Milo Cawthorne; James Blake; Kimberley Crossman; Sam Berkley,2015,Comedy; Horror,8 wins & 6 nominations.,86 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODAwNDVkNzUtZjQ3ZC00ZWJiLThmM2UtNjIxNjcwNjYxNWM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,9855,tt3705412,8,6,0,0,0,0,0,0,0,0
11034,none,Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship; they invite their pretty neighbor into their bed.,NOT RATED,True,English; French,Love,France; Belgium,Gaspar Noé,51,6.0,Gaspar Noé,30 Oct 2015,Aomi Muyock; Karl Glusman; Klara Kristin; Ugo Fox,2015,Drama; Romance,1 win & 1 nomination.,135 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNDUwODk5NF5BMl5BanBnXkFtZTgwNzA0MDQ2NTE@._V1_SX300.jpg,19943,tt3774694,1,1,0,0,0,0,0,0,0,0
11087,none,A boy who has a bad Christmas ends up accidentally summoning a festive demon to his family home.,PG-13,True,English; German,Krampus,USA,Todd Casey; Michael Dougherty; Zach Shields,49,6.2,Michael Dougherty,04 Dec 2015,Emjay Anthony; Adam Scott; Toni Collette; Stefania LaVie Owen,2015,Comedy; Fantasy; Horror,2 wins & 8 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_SX300.jpg,34211,tt3850590,2,8,0,0,0,0,0,0,0,0
11105,none,An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules; disturbing events make her believe that the doll is really alive.,PG-13,True,English,The Boy,USA; China; Canada,Stacey Menear,42,6.0,William Brent Bell,22 Jan 2016,Lauren Cohan; Rupert Evans; James Russell; Jim Norton,2016,Horror; Mystery; Thriller,1 nomination.,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,43113,tt3882082,0,1,0,0,0,0,0,0,0,0
11119,none,A documentary on the life of comedian; Chris Farley.,NOT RATED,True,English,I Am Chris Farley,Canada,Steve Burgess,58,7.5,Brent Hodge; Derik Murray,27 Jul 2015,Adam Sandler; Christina Applegate; Mike Myers; Dan Aykroyd,2015,Documentary; Biography,1 nomination.,96 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNzU5MjQxOF5BMl5BanBnXkFtZTgwODY1MTMxNjE@._V1_SX300.jpg,2407,tt3910602,0,1,0,0,0,0,0,0,0,0
11132,none,After facing Shredder; who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world; the Turtles must confront an even greater nemesis: the notorious Krang.,PG-13,True,English,Teenage Mutant Ninja Turtles: Out of the Shadows,USA; Hong Kong; China; Canada,Josh Appelbaum; André Nemec; Peter Laird (Teenage Mutant Ninja Turtles characters); Kevin Eastman (Teenage Mutant Ninja Turtles characters),40,6.1,Dave Green,03 Jun 2016,Megan Fox; Will Arnett; Laura Linney; Stephen Amell,2016,Action; Adventure; Comedy,2 nominations.,112 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NDQ0NTYyMV5BMl5BanBnXkFtZTgwNTIxMjY3ODE@._V1_SX300.jpg,46188,tt3949660,0,2,0,0,0,0,0,0,0,0
11149,none,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,R,True,English,The 9th Life of Louis Drax,UK; Canada; USA,Liz Jensen (based on the novel by); Max Minghella (screenplay),41,6.4,Alexandre Aja,02 Sep 2016,Jamie Dornan; Aiden Longworth; Sarah Gadon; Michael Adamthwaite,2016,Mystery; Thriller,1 nomination.,108 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0NjQxNDk4NV5BMl5BanBnXkFtZTgwMjE0ODc4OTE@._V1_SX300.jpg,831,tt3991412,0,1,0,0,0,0,0,0,0,0
11186,none,After having escaped the Maze; the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.,PG-13,True,English,Maze Runner: The Scorch Trials,USA,T.S. Nowlin (screenplay); James Dashner (novel),43,6.4,Wes Ball,18 Sep 2015,Dylan O'Brien; Ki Hong Lee; Kaya Scodelario; Thomas Brodie-Sangster,2015,Action; Sci-Fi; Thriller,2 wins & 5 nominations.,132 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,147907,tt4046784,2,5,0,0,0,0,0,0,0,0
11216,none,Vincent; is an ex-soldier with PTSD who is hired to protect the wife and child of a wealthy Lebanese businessman while he's out of town. Despite the apparent tranquility in Maryland; Vincent perceives an external threat.,UNRATED,True,French,Disorder,France; Belgium,Alice Winocour; Jean-Stéphane Bron (in collaboration with); Robin Campillo (script consultant); Vincent Poymiro (script consultant),66,6.2,Alice Winocour,19 Aug 2016,Matthias Schoenaerts; Diane Kruger; Paul Hamy; Zaïd Errougui-Demonsant,2015,Drama; Thriller,1 win & 4 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5Mjk5NTUwNV5BMl5BanBnXkFtZTgwNzU2Mzk2OTE@._V1_SX300.jpg,2438,tt4085084,1,4,0,0,0,0,0,0,0,0
11266,none,Ten stories are woven together by their shared theme of Halloween night in an American suburb; where ghouls; imps; aliens and axe murderers appear for one night only to terrorize unsuspecting residents.,R,True,English,Tales of Halloween,USA,Axelle Carolyn (segment); Billy Jackson (Co-Story By); Andrew Kasch (segment); Neil Marshall (segment); Lucky McKee (segment); Mike Mendez (segment); Dave Parker (segment); Ryan Schifrin (segment); Clint Sears (segment); John Skipp (segment),64,5.4,Darren Lynn Bousman; Axelle Carolyn; Adam Gierasch; Andrew Kasch; Neil Marshall; Lucky McKee; Mike Mendez; Dave Parker; Ryan Schifrin; John Skipp; Paul Solet,16 Oct 2015,Adrienne Barbeau; Hunter Smit; Cameron Easton; Caroline Williams,2015,Comedy; Horror,2 nominations.,92 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwODQ1MTM1MF5BMl5BanBnXkFtZTgwODUwNzY5NjE@._V1_SX300.jpg,6444,tt4163020,0,2,0,0,0,0,0,0,0,0
11299,none,Goblins; elves; fairies and imps; and their misadventures sparked by the battle over a powerful potion.,PG,True,English,Strange Magic,USA,David Berenbaum (screenplay); Irene Mecchi (screenplay); Gary Rydstrom (screenplay); George Lucas (story by),25,5.8,Gary Rydstrom,23 Jan 2015,Alan Cumming; Evan Rachel Wood; Elijah Kelley; Meredith Anne Bull,2015,Animation; Adventure; Comedy,1 win & 4 nominations.,99 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NjU3MTU5OF5BMl5BanBnXkFtZTgwMTYyMDQ3MzE@._V1_SX300.jpg,6949,tt4191054,1,4,0,0,0,0,0,0,0,0
11303,none,Nat Turner; a literate slave and preacher in the antebellum South; orchestrates an uprising.,R,True,English,The Birth of a Nation,USA,Nate Parker (screenplay); Nate Parker (story by); Jean McGianni Celestin (story by),68,5.7,Nate Parker,07 Oct 2016,Nate Parker; Armie Hammer; Penelope Ann Miller; Jackie Earle Haley,2016,Biography; Drama; History,2 wins.,120 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_SX300.jpg,4944,tt4196450,2,0,0,0,0,0,0,0,0,0
11361,none,While on her bachelorette party getaway; Casey; the bride to be; gets a seemingly harmless bite from an unknown insect. After the trip; Casey discovers that everything can change with a single bite.,NOT RATED,True,English,Bite,Canada,Chad Archibald (story by); Jayme Laforest,57,4.9,Chad Archibald,02 Oct 2015,Elma Begovic; Annette Wozniak; Denise Yuen; Jordan Gray,2015,Horror,7 wins & 3 nominations.,88 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMjM2OTUwMV5BMl5BanBnXkFtZTgwNjExNjM4NjE@._V1_SX300.jpg,2029,tt4264426,7,3,0,0,0,0,0,0,0,0
11516,none,Realizing that he will be defeated in no time during a police showdown; a thug shoots himself to force the cops to cease fire and take him to the hospital. In the hospital; he claims human ...,NOT RATED,True,Mandarin; English; Cantonese,Three,Hong Kong; China,Ho Leung Lau (screenplay); Tin Shu Mak (screenplay); Nai-Hoi Yau (screenplay),71,5.9,Johnnie To,24 Jun 2016,Louis Koo; Wei Zhao; Wallace Chung; Suet Lam,2016,Action; Crime; Thriller,1 nomination.,88 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BZDI3ZmJhMDgtNTRhMi00MDBkLWE5ZDUtYmQzOTYxMzA1Nzk1XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,595,tt4379728,0,1,0,0,0,0,0,0,0,0
12028,none,Storks have moved on from delivering babies to packages. But when an order for a baby appears; the best delivery stork must scramble to fix the error by delivering the baby.,PG,True,English,Storks,USA,Nicholas Stoller,56,7.0,Nicholas Stoller; Doug Sweetland,23 Sep 2016,Andy Samberg; Katie Crown; Kelsey Grammer; Jennifer Aniston,2016,Animation; Adventure; Comedy,2 wins.,87 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_SX300.jpg,6127,tt4624424,2,0,0,0,0,0,0,0,0,0
12272,none,A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.,PG,True,English; French; German,The Wild Life,Belgium; France,Domonic Paris,36,5.3,Vincent Kesteloot; Ben Stassen,09 Sep 2016,Matthias Schweighöfer; Kaya Yanar; Ilka Bessin; Dieter Hallervorden,2016,Animation; Adventure; Comedy,1 win.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4OTE0MjAwNl5BMl5BanBnXkFtZTgwMjY4Mzg2OTE@._V1_SX300.jpg,2568,tt4731008,1,0,0,0,0,0,0,0,0,0
12449,none,Three generations come together in the week leading up to Mother's Day.,PG-13,True,English,Mother's Day,USA,Anya Kochoff (screenplay); Matthew Walker (screenplay); Tom Hines (screenplay); Lily Hollander (story); Matthew Walker (story); Tom Hines (story); Garry Marshall (story),18,5.6,Garry Marshall,29 Apr 2016,Jennifer Aniston; Timothy Olyphant; Shay Mitchell; Caleb Brown,2016,Comedy; Drama,2 nominations.,118 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODYzMjc5NDEzNF5BMl5BanBnXkFtZTgwMzI3ODcyODE@._V1_SX300.jpg,13981,tt4824302,0,2,0,0,0,0,0,0,0,0
12551,none,A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.,R,True,English,The Intervention,USA,Clea DuVall,57,6.1,Clea DuVall,26 Aug 2016,Melanie Lynskey; Jason Ritter; Skylar Bernon; Kira Pozehl,2016,Comedy; Drama,1 win & 1 nomination.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NTAxMDk1OF5BMl5BanBnXkFtZTgwMDU3NjA0OTE@._V1_SX300.jpg,1586,tt4872078,1,1,0,0,0,0,0,0,0,0
12818,none,Imaginative quiet teenager Rafe Katchadorian is tired of his middle school's obsession with the rules at the expense of any and all creativity. Desperate to shake things up; Rafe and his ...,PG,True,English,Middle School: The Worst Years of My Life,USA,Chris Bowman (screenplay); Hubbel Palmer (screenplay); Kara Holden (screenplay); James Patterson (based on the book by); Chris Tebbetts (based on the book by),51,5.8,Steve Carr,07 Oct 2016,Griffin Gluck; Lauren Graham; Alexa Nisenson; Andrew Daly,2016,Animation; Comedy; Drama,1 nomination.,92 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_SX300.jpg,653,tt4981636,0,1,0,0,0,0,0,0,0,0
